id\tseverity\tbase-score\tpackage\tversion\tfix-verion\tlocation	RH_VEX
CVE-2025-1376	Low	2.5	elfutils-libelf	0.192-6.el10_0	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	2.5
CVE-2025-1376	Low	2.5	elfutils-libs	0.192-6.el10_0	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	2.5
CVE-2025-1215	Low	2.8	vim-data	2:9.1.083-5.el10_0.1	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	2.8
CVE-2025-1150	Low	3.1	binutils	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.1
CVE-2025-1150	Low	3.1	binutils-gold	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.1
CVE-2025-1151	Low	3.1	binutils	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.1
CVE-2025-1151	Low	3.1	binutils-gold	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.1
CVE-2025-1152	Low	3.1	binutils	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.1
CVE-2025-1152	Low	3.1	binutils-gold	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.1
CVE-2025-1153	Low	3.1	binutils	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.1
CVE-2025-1153	Low	3.1	binutils-gold	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.1
CVE-2025-1795	Low	3.1	python3	3.12.9-2.el10_0.3	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.1
CVE-2025-1795	Low	3.1	python3-devel	3.12.9-2.el10_0.3	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.1
CVE-2025-1795	Low	3.1	python3-libs	3.12.9-2.el10_0.3	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.1
CVE-2024-43374	Low	3.3	vim-data	2:9.1.083-5.el10_0.1	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.3
CVE-2025-11412	Low	3.3	binutils	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.3
CVE-2025-11412	Low	3.3	binutils-gold	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.3
CVE-2025-11414	Low	3.3	binutils	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.3
CVE-2025-11414	Low	3.3	binutils-gold	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.3
CVE-2025-11494	Low	3.3	binutils	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.3
CVE-2025-11494	Low	3.3	binutils-gold	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.3
CVE-2025-11495	Low	3.3	binutils	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.3
CVE-2025-11495	Low	3.3	binutils-gold	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.3
CVE-2025-11839	Low	3.3	binutils	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.3
CVE-2025-11839	Low	3.3	binutils-gold	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.3
CVE-2025-11840	Low	3.3	binutils	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.3
CVE-2025-11840	Low	3.3	binutils-gold	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.3
CVE-2025-1371	Low	3.3	elfutils-libelf	0.192-6.el10_0	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.3
CVE-2025-1371	Low	3.3	elfutils-libs	0.192-6.el10_0	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.3
CVE-2025-1377	Low	3.3	elfutils-libelf	0.192-6.el10_0	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.3
CVE-2025-1377	Low	3.3	elfutils-libs	0.192-6.el10_0	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.3
CVE-2025-3198	Low	3.3	binutils	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.3
CVE-2025-3198	Low	3.3	binutils-gold	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.3
CVE-2025-9389	Low	3.3	vim-data	2:9.1.083-5.el10_0.1	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.3
CVE-2024-56433	Low	3.6	shadow-utils	2:4.15.0-5.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.6
CVE-2024-47814	Low	3.9	vim-data	2:9.1.083-5.el10_0.1	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	3.9
CVE-2023-50007	Medium	4	ffmpeg	5.1.6	5.1.7	/usr/local/lib64/python3.12/site-packages/opencv_python_headless.libs/libavcodec-e0dd92b8.so.59.37.100; /usr/local/lib64/python3.12/site-packages/opencv_python_headless.libs/libavformat-d296e685.so.59.27.100; /usr/local/lib64/python3.12/site-packages/opencv_python_headless.libs/libavutil-734d06dd.so.57.28.100; /usr/local/lib64/python3.12/site-packages/opencv_python_headless.libs/libswresample-3e7db482.so.4.7.100	null
CVE-2025-5244	Medium	4	binutils	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	4.0
CVE-2025-5244	Medium	4	binutils-gold	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	4.0
CVE-2025-5245	Medium	4	binutils	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	4.0
CVE-2025-5245	Medium	4	binutils-gold	2.41-53.el10	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	4.0
CVE-2024-41965	Low	4.2	vim-data	2:9.1.083-5.el10_0.1	None	/usr/lib/sysimage/rpm/rpmdb.sqlite	4.2
